Count,ExcerptPostId,Id,TagName,WikiPostId
18,37837,2695,damaged-luggage,37836
2,83706,2697,american-english,83705
1,37933,2701,pnq,37932
6,83438,2702,french-language,83437
3,83440,2703,arabic-language,83439
3,45194,2704,dutch-language,45193
8,45196,2705,german-language,45195
15,52079,2706,english-language,52078
2,38293,2712,goair,38292
25,51624,2713,fragile-luggage,51623
1,38226,2714,catalan-language,38225
3,38337,2715,japanese-citizens,38336
7,38277,2716,spicejet,38276
4,52972,2717,airbaltic,52971
33,51798,2726,london-underground,51797
2,52963,2728,gabon,52962
2,53036,2731,brazzaville,53035
5,38827,2734,belgrade,38826
7,38664,2737,medical-tourism,38663
10,38825,2741,man,38824
2,52986,2742,malay-language,52985
7,39374,2747,silicon-valley,39373
5,38913,2748,las,38912
6,52955,2750,jordanian-citizens,52954
1,39372,2751,malacca,39371
11,52085,2753,vouchers,52084
2,41975,2756,tajikistani-citizens,41974
21,39366,2757,datv,39365
4,39370,2758,jal,39369
1,41971,2760,sudanese-citizens,41970
3,83077,2761,torres-del-paine,83076
1,39417,2762,boa,39416
1,39854,2764,aqaba,39853
1,39858,2766,gyd,39857
8,39507,2767,baku,39506
2,83387,2768,closures,83386
10,44450,2769,kiev,44449
27,41977,2770,ghanaian-citizens,41976
14,39852,2772,airasia,39851
4,39850,2773,oak,39849
5,39804,2774,cai,39803
2,41985,2775,rabat,41984
2,39635,2777,asiana-airlines,39634
8,39848,2778,massachusetts,39847
130,39914,2782,passport-stamps,39913
4,53399,2784,sunshine-coast,53398
2,40087,2785,cns,40086
5,53392,2786,mount-fuji,53391
2,41967,2787,cuban-citizens,41966
1,41973,2789,fijian-citizens,41972
21,41963,2791,irish-citizens,41962
6,42149,2792,bed-bugs,42148
5,83709,2793,beds,83708
10,40294,2795,kef,40293
3,40436,2797,lpb,40435
2,40440,2798,north-island,40439
8,41983,2799,icelandair,41982
1,41979,2802,jaipur,41978
3,41981,2803,marseille,41980
14,,3805,phone-networks,
4,41863,3806,amman,41862
11,42326,3807,china-airlines,42325
3,41965,3809,armenian-citizens,41964
9,41905,3810,sas,41904
7,53344,3811,muscat,53343
7,78359,3813,rates,78358
8,42074,3816,nairobi,42073
1,42048,3818,ecn,42047
15,42078,3820,northern-cyprus,42077
2,42151,3821,yukon,42150
2,43006,3822,gaspesie,43005
4,42324,3823,barranquilla,42323
21,42322,3825,expedia,42321
9,42320,3826,standby,42319
2,42386,3827,trenord,42385
13,42384,3828,trenitalia,42383
3,46031,3829,star-gazing,46030
4,42521,3830,naples,42520
3,42516,3831,pompeii,42515
1,42514,3832,sorrento,42513
6,42519,3833,cape-verde,42518
28,43004,3834,tfl,43003
16,43055,3836,nepali-citizens,43054
3,43053,3837,macedonian-citizens,43052
1,43051,3838,emiri-citizens,43050
7,42864,3839,iraqi-kurdistan,42863
554,43133,3840,visa-refusals,43132
41,52833,3843,land-borders,52832
3,82261,3844,vermont,82260
12,43001,3845,dress-codes,43000
1,50719,3847,kurdistan,50718
5,83094,3848,silk-road,83093
10,43851,3850,bcn,43850
1,45192,3851,tarragona,45191
5,43563,3854,dominican-citizens,43562
2,43565,3855,guyanese-citizens,43564
6,43402,3856,phnom-penh,43401
2,83018,3857,tay-ninh,83017
4,43409,3858,mdw,43408
7,43554,3860,johannesburg,43553
5,43467,3861,prg,43466
9,43568,3866,zimbabwean-citizens,43567
4,66041,3867,antwerp,66040
6,43552,3868,british-citizens,43551
5,43849,3869,venezuelan-citizens,43848
5,53337,3878,gilgit-baltistan,53336
4,43998,3880,tgvair,43997
10,44197,3883,mxp,44196
5,45374,3886,rabies,45373
3,44753,3890,salvadoran-citizens,44752
4,45190,3897,vignettes,45189
1,44814,3898,gmp,44813
1,44882,3899,cun,44881
6,45140,3900,ratp,45139
3,45372,3902,malaga,45371
41,83270,3905,skiing,83269
2,82496,3907,grand-teton,82495
3,46058,3910,verona,46057
22,45618,3912,pre-clearance,45617
12,56407,3915,fare-class,56406
2,51604,3917,liege,51603
5,83330,3919,fare-basis,83329
7,83099,3920,overbooking,83098
5,46267,3922,finnish-citizens,46266
6,45885,3923,versailles,45884
2,45901,3924,pantanal,45900
3,46269,3925,azerbaijani-citizens,46268
16,52863,3927,jet-airways,52862
14,46095,3928,nostalgia,46094
18,46159,3929,national-rail,46158
6,52907,3930,bahrain,52906
45,65821,3936,refugees,65820
2,46546,3942,han,46545
3,46562,3943,nas,46561
18,83338,3949,in-flight-services,83337
77,46954,3950,removal,46953
16,47069,3951,proof-of-accomodation,47068
2,47072,3952,environmental-disasters,47071
6,52953,3954,romanian-citizens,52952
2,47170,3957,yorkshire,47169
2,47179,3958,osl,47178
7,47297,3960,sea,47296
5,47345,3961,mongolian-language,47344
1,47352,3962,phrasebooks,47351
21,47367,3963,child-safety-seats,47366
8,47461,3964,cold-weapons,47460
1,47614,3965,zzyzx,47613
5,47690,3968,fmm-tourist-card,47689
25,53388,3971,biometric-passports,53387
2,82667,3972,chechnya,82666
6,50457,3981,danish-citizens,50456
6,48312,3986,bologna,48311
3,48314,3987,reggio-emilia,48313
107,52825,3988,check-in,52824
9,48455,3991,yemeni-citizens,48454
10,83342,3992,packing,83341
1,48453,3993,luxair,48452
1,48562,3995,poa,48561
22,53048,3998,uber,53047
1,48621,3999,kno,48620
2,56653,4000,canadian-rockies,56652
3,48709,4001,lin,48708
74,48718,4003,application-status,48717
3,53357,4006,park-city,53356
2,49411,4016,empty-leg,49410
12,53396,4019,ita-matrix,53395
2,50698,4020,iata,50697
3,49641,4022,dme,49640
11,50449,4023,algerian-citizens,50448
443,49783,4024,transit-visas,49782
1,82255,4026,ugandan-citizens,82254
9,52837,4028,oktoberfest,52836
2,49919,4029,tgd,49918
3,49922,4030,podgorica,49921
4,82270,4035,oman-air,82269
4,51606,4038,bos,51605
178,53031,4039,short-connections,53030
1,50084,4040,waw,50083
2,82469,4041,stavanger,82468
5,65470,4042,tlv,65469
2,82285,4044,frontier-airlines,82284
22,81354,4045,oyster-card,81353
3,50451,4046,cameroonian-citizens,50450
29,66043,4049,booking.com,66042
1,50731,4051,cgk,50730
7,52884,4057,komodo,52883
13,52839,4058,lombok,52838
2,51412,4061,clt,51411
43,60094,4063,lost-documents,60093
3,51551,4065,bermuda,51550
13,51573,4066,auh,51572
1,52034,4067,malagasy-citizens,52033
1,51686,4068,mcx,51685
1,51814,4069,nte,51813
7,51867,4070,albanian-citizens,51866
2,51952,4073,cur,51951
19,81397,4074,payment,81396
229,52160,4077,tourist-visas,52159
9,81399,4080,fishing,81398
8,52845,4082,caves,52844
35,83446,4083,uk-residents,83445
20,52967,4087,wizz-air,52966
1,52575,4089,skg,52574
2,52573,4090,moldovan-citizens,52572
1,53022,4091,left-luggage,53021
7,83324,4093,road-signs,83323
5,52686,4095,virgin-atlantic,52685
21,64928,4096,proof-of-employment,64927
122,52793,4097,proof-provenance-of-funds,52792
6,56680,4100,porto,56679
2,53098,4102,austrian-citizens,53097
2,60830,4106,aegean-airlines,60829
3,53406,4107,ath,53405
3,53478,4108,bva,53477
5,82272,4109,bud,82271
12,53927,4115,trusted-traveler,53926
1,54237,4120,costa-rican-citizens,54236
9,54309,4121,visa-cancellation,54308
7,56651,4122,yul,56650
43,83444,4125,us-residents,83443
4,56645,4126,aeromexico,56644
4,82506,4127,algonquin-park,82505
1,60889,4132,canberra,60888
7,55794,4135,evidence,55793
4,56643,4138,kansai,56642
8,66045,4139,reviews,66044
2,56647,4140,gulf-air,56646
4,83676,4141,vegetation,83675
3,56297,4142,t-and-t-citizens,56296
2,82471,4147,sharm-el-sheikh,82470
1,56635,4148,culture-day,56634
5,56980,4154,ottawa,56979
2,83083,4159,thousand-islands,83082
4,58680,4163,dca,58679
2,83086,4167,intermodal,83085
2,83433,4168,export-certificate,83432
4,83263,4170,zoos,83262
2,65864,4171,riyadh,65863
3,82319,4175,rwanda,82318
11,58890,4182,freedom-of-movement,58889
4,82589,4183,flyingblue,82588
5,82439,4186,sao-paulo,82438
6,83453,4192,dutch-residents,83452
1,69504,4193,victoria-australia,69503
6,82315,4198,botswana,82314
3,59756,4199,tam-airlines,59755
26,82251,4200,hidden-city-ticketing,82250
4,82593,4202,hyderabad,82592
2,65869,4203,bahamian-citizens,65868
5,60009,4205,novice-travellers,60008
4,65684,4206,brunei,65683
2,60105,4207,yow,60104
6,82500,4209,vancouver-island,82499
1,66037,4216,hurum,66036
5,83455,4218,australian-residents,83454
2,60828,4219,ala,60827
1,65790,4221,cartagena,65789
2,60784,4222,coastline,60783
2,82289,4224,pdx,82288
1,65867,4227,karachi,65866
9,62006,4229,air-china,62005
3,82291,4234,mco,82290
5,61553,4235,bogota,61552
2,61555,4236,medellin,61554
123,61524,4237,applications,61523
6,82441,4238,panama-city,82440
9,61772,4240,industrial-action,61771
6,61854,4243,zika,61853
45,65158,4246,repeat-visits,65157
7,62212,4247,sport-equipment,62211
2,62445,4252,cook-islands,62444
2,82486,4253,bonn,82485
2,62603,4255,sikkim,62602
4,62623,4256,tallinja-cards,62622
2,63805,4257,atac,63804
7,63811,4258,greek-schengen-visas,63810
28,63813,4259,dutch-schengen-visas,63812
55,63908,4260,french-schengen-visas,63907
2,82473,4261,valparaiso,82472
1,63939,4262,premium-services,63938
93,63987,4264,german-schengen-visas,63986
99,63982,4265,standard-visitor-visa,63981
1,64105,4266,cameroon,64104
1,64107,4267,republic-congo,64106
27,64366,4272,disputes,64365
5,83427,4273,toiletries,83426
1,64510,4274,ytz,64509
50,64675,4276,change-purpose-of-travel,64674
9,64818,4277,eu-id-card,64817
2,69463,4281,burgundy,69462
2,82671,4287,indianapolis,82670
4,67739,4288,indiana,67738
1,65465,4290,bog,65464
4,65598,4291,mauritian-citizens,65597
1,65977,4293,jro,65976
15,81358,4296,cabin-crew,81357
3,82287,4298,lot-polish-airlines,82286
11,71882,4300,batteries,71881
29,66623,4302,deception,66622
11,66888,4305,vfs-global,66887
2,82241,4308,hungarian-citizens,82240
1,82293,4309,wlg,82292
5,82253,4311,maltese-citizens,82252
2,82680,4313,tofino,82679
4,82599,4314,victoria-bc,82598
1,82249,4315,liechtenstein-citizens,82248
2,67525,4318,aruba,67524
10,83683,4319,sport,83682
8,82498,4320,crimea,82497
10,67976,4321,climbing,67975
1,82669,4322,gulf-of-guinea,82668
1,68196,4325,language-choice,68195
2,82494,4331,ccu,82493
1,81053,4333,san-marino,81052
1,82665,4335,benidorm,82664
1,73942,4336,aeroplan,73941
3,82443,4337,english-channel,82442
2,83685,4340,transnistria,83684
5,73944,4341,abkhazia,73943
3,82243,4342,ethiopian-citizens,82242
22,69681,4346,tsa-precheck,69680
3,73959,4349,maine,73958
1,82236,4352,zambian-citizens,82235
1,82238,4353,bosnian-citizens,82237
15,83451,4354,italian-residents,83450
1,71152,4355,chukotka,71151
4,71194,4357,lgbt,71193
26,83326,4359,airport-terminals,83325
8,71334,4360,via-rail,71333
5,71396,4361,banff,71395
4,83096,4362,jasper,83095
6,83328,4364,commute,83327
48,71582,4365,visa-expiration,71581
2,82459,4366,catalonia,82458
7,73956,4368,portuguese-citizens,73955
2,82325,4369,transavia,82324
1,82602,4370,pamplona,82601
2,82673,4371,innsbruck,82672
16,72860,4373,vueling,72859
2,83010,4376,sakhalin,83009
4,82307,4377,china-eastern,82306
1,83382,4379,medina,83381
3,73954,4381,kuwaiti-citizens,73953
4,72945,4382,gcc,72944
1,82309,4384,hux,82308
1,73322,4387,kanto,73321
2,83442,4389,tibetan-language,83441
2,77469,4390,sichuan,77468
2,82278,4395,peach-aviation,82277
1,82268,4396,eurowings,82267
5,83332,4405,canoeing-and-kayaking,83331
3,82523,4406,sumatra-indonesia,82522
3,83079,4407,georgian-bay,83078
4,82247,4418,belarusian-citizens,82246
4,76445,4421,caravans,76444
3,82276,4425,royal-air-maroc,82275
2,82299,4429,fll,82298
3,82301,4430,mia,82300
1,83380,4431,taichung,83379
3,82245,4432,mongolian-citizens,82244
1,82303,4433,sju,82302
3,77095,4434,google-search,77094
1,82305,4436,kbv,82304
4,82605,4437,krabi,82604
1,82264,4438,alabama,82263
2,79140,4441,delaware,79139
20,82597,4442,italian-schengen-visas,82596
2,77768,4445,rovaniemi,77767
2,82453,4447,bern,82452
1,78132,4449,elq,78131
2,82283,4450,cathay-dragon,82282
1,83361,4451,special-economic-zones,83360
7,83436,4452,chinese-language,83435
21,78381,4453,deutsche-bahn,78380
3,79138,4456,minsk,79137
12,78692,4461,visa-bans,78691
1,82295,4462,ayt,82294
12,79136,4467,iraqi-citizens,79135
5,82317,4468,mozambique,82316
3,78887,4469,sxf,78886
1,82297,4470,flr,82296
3,82457,4472,nagoya,82456
1,79132,4473,ngo,79131
1,83378,4474,societe-hop,83377
11,83014,4476,connecting-flight,83013
2,82321,4478,lesotho,82320
2,79285,4479,los,79284
1,79218,4480,day-counting,79217
3,82280,4483,thomson-airways,82279
1,79790,4484,borajet,79789
2,79783,4486,illinois,79782
6,82234,4487,belgian-citizens,82233
21,83449,4488,german-residents,83448
1,82607,4489,malmo,82606
1,80135,4491,ktm,80134
1,80625,4492,kaza-univisa,80624
2,80295,4493,kbp,80294
2,80455,4494,shinto,80454
1,82327,4495,israir-airlines,82326
1,80722,4498,nauru,80721
1,81030,4500,gau,81029
1,81152,4502,urban-exploration,81151
1,82230,4503,kyrgyz-citizens,82229
7,81309,4504,lithuanian-citizens,81308
1,82311,4505,wow-air,82310
3,81812,4508,fujian,81811
11,81895,4512,freelance,81894
2,81962,4513,abz,81961
1,82060,4516,swazi-citizens,82059
2,82257,4518,lad,82256
3,82349,4519,mct,82348
1,82609,4523,alc,82608
1,82638,4524,ind,82637
2,82915,4525,bhx,82914
4,83711,4526,myanmar-citizens,83710
3,84288,4530,flydubai,84287
2,84296,4531,roundabouts,84295
1,84291,4532,marshall-islands,84290
1,84294,4535,halong-bay,84293
2,84298,4536,viewpoint,84297
6,83747,4537,cinema,83746
1,84552,4539,trainline,84551
3,83986,4540,georgian-citizens,83985
1,84546,4544,tanzanian-citizens,84545
4,84574,4545,seychelles,84573
2,84548,4546,sez,84547
2,84550,4547,papua-new-guinea,84549
1,84544,4548,louisiana,84543
4,84419,4549,sgn,84418
28,84442,4550,age-limits,84441
1,84535,4552,south-african-airways,84534
3,84834,4558,darien-gap,84833
3,84777,4560,cemeteries,84776
1,84836,4561,the-canadian,84835
1,84860,4562,barbados,84859
1,85046,4563,easypass,85045
4,85081,4564,ecuadorian-citizens,85080
3,85075,4565,angola,85074
3,85087,4566,china-railway,85086
4,85083,4567,croatian-citizens,85082
6,85246,4570,jungfrau-region,85245
1,85243,4571,wengen,85242
29,85534,4573,x-ray-machines,85533
3,85419,4575,uluru,85418
1,85571,4577,brs,85570
1,86032,4579,hawaiian-airlines,86031
15,86114,4581,lock-screens,86113
1,86689,4583,stt,86688
73,86746,4584,passport-renewals,86745
2,86867,4586,kazakh-citizens,86866
4,86986,4588,aer-lingus,86985
1,,4591,repositioning-cruises,
150,87614,4592,standard-visitor-visas,87613
9,87616,4593,drones,87615
4,87941,4597,travel-insurance-claim,87940
1,88092,4599,nashville,88091
4,88131,4601,cinque-terre,88130
1,88096,4602,bna,88095
1,,4603,pickpocketing,
1,88272,4604,monegasque-citizens,88271
23,88270,4605,transition-of-visa-status,88269
1,,4607,languedoc,
2,,4608,nj-transit,
15,88307,4609,proof-of-accommodation,88306
1,,4611,norah-head,
3,88745,4615,sierra-leone,88744
1,88787,4617,michoacan,88786
2,,4619,vayama.com,
1,,4620,persian-language,
1,88848,4621,eritrean-citizens,88847
4,88843,4622,jamaican-citizens,88842
1,88845,4623,mozambican-citizens,88844
3,,4624,casinos,
11,,4625,bank-statements,
1,,4626,geysers,
2,,4627,timatic,
2,,4628,bermuda-triangle,
13,89345,4629,irctc,89344
1,,4632,lines,
7,,4633,passport-control,
1,89549,4634,reservation-failure,89548
1,,4635,american-samoa,
1,,4637,temporary-admission,
1,90101,4638,ok-to-board,90100
2,,4639,antigua,
1,,4640,curacao,
10,90004,4641,payment-verifications,90003
1,,4642,belohorizonte,
1,90105,4643,sihanoukville,90104
5,,4644,ethiopian-airlines,
1,90372,4645,cypriot-citizens,90371
2,90365,4646,rtm,90364
4,,4647,serbian-citizens,
34,,4649,connecting-flights,
1,90923,4654,qinghai,90922
1,,4655,aosta,
1,,4656,la-thuile,
9,,4657,criminal-records,
9,91037,4658,ecr,91036
1,,4659,proof-of-address,
3,,4660,fines,
3,,4661,canadian-residents,
5,,4662,visa-renewals,
1,91285,4663,gers,91284
6,,4665,science,
1,,4666,vladivostok,
1,92011,4667,tabriz,92010
12,,4668,visit,
1,92118,4670,balearic-islands,92117
1,,4671,mulhouse,
2,,4672,alitalia,
1,,4673,orbitz,
1,,4674,ayutthaya,
1,94356,4675,smf,94355
2,92464,4676,translations,92463
1,,4678,angolan-citizens,
1,,4681,grodno,
1,,4682,hrodna,
1,92918,4683,change-of-circumstances,92917
2,,4684,gate-check,
1,94189,4687,mauritanian-citizens,94188
1,,4689,parma,
3,93729,4690,allegiant-air,93728
2,93891,4692,cmn,93890
3,93893,4693,gambian-citizens,93892
1,94187,4694,mauritania,94186
1,94353,4695,essex,94352
1,94231,4696,rho,94230
1,,4697,canda,
3,,4698,fuel,
1,94519,4699,avianca,94518
1,,4701,noumea,
1,94788,4702,condor,94787
1,94948,4703,guinea-bissau,94947
1,,4704,laotian-citizens,
1,95503,4705,italy-weather,95502
2,95599,4706,kharkiv,95598
1,,4707,st-kitts-and-nevis,
1,95557,4708,skb,95556
4,,4710,entry,
1,,4713,haifa,
1,,4714,longyearbyen,
3,97854,4715,flixbus,97853
1,,4716,noise-pollution,
1,,4719,chiang-rai,
1,,4720,burkina-faso-citizens,
1,,4721,downtown,
5,,4722,kruger-national-park,
1,98815,4723,poznan,98814
8,98882,4724,serial-refusals,98881
1,,4725,timetables,
1,,4726,cambodian-citizens,
1,,4727,ice-caves,
1,,4728,october,
1,99286,4729,guyana,99285
1,99276,4730,mallorca,99275
8,,4731,mosques,
1,99445,4732,aal,99444
1,,4733,christmas,
1,,4734,skopje,
1,,4735,yxu,
1,99668,4736,azerbaijani-language,99667
1,,4737,cleaning,
2,100080,4738,nbo,100079
2,,4739,kenya-airways,
1,,4740,cusco,
1,100186,4741,sjd,100185
1,,4742,untagged,
1,,4743,pair-travel,
1,,4744,macchu-picchu,
1,,4745,asylum,
